ingredient_id,name,strength
20137,SALSOLA KALI POLLEN,8000 [PNU]/mL
20138,XANTHIUM STRUMARIUM POLLEN,8000 [PNU]/mL
20139,BETULA LENTA POLLEN,.0166666 g/mL
20140,BETULA NIGRA POLLEN,.0166666 g/mL
20141,BETULA POPULIFOLIA POLLEN,.0166666 g/mL
20142,ULMUS AMERICANA POLLEN,.0005 g/mL
20143,ULMUS PUMILA POLLEN,.0005 g/mL
20144,CARYA ALBA POLLEN,10000 [PNU]/mL
20145,CARYA GLABRA POLLEN,10000 [PNU]/mL
20146,CARYA LACINIOSA POLLEN,10000 [PNU]/mL
20147,ACER SACCHARUM POLLEN,.005 g/mL
20148,BETULA NIGRA POLLEN,.005 g/mL
20149,CARYA OVATA POLLEN,.005 g/mL
20150,FAGUS GRANDIFOLIA POLLEN,.005 g/mL
20151,FRAXINUS AMERICANA POLLEN,.005 g/mL
20152,LIQUIDAMBAR STYRACIFLUA POLLEN,.005 g/mL
20153,PLATANUS OCCIDENTALIS POLLEN,.005 g/mL
20154,POPULUS DELTOIDES POLLEN,.005 g/mL
20155,QUERCUS RUBRA POLLEN,.005 g/mL
20156,ULMUS AMERICANA POLLEN,.005 g/mL
20157,OLEA EUROPAEA POLLEN,.0003333 g/mL
20158,PLATANUS RACEMOSA POLLEN,.0003333 g/mL
20159,ULMUS PUMILA POLLEN,.0003333 g/mL
20160,AUREOBASIDIUM PULLULANS VAR. PULLUTANS,4000 [PNU]/mL
20161,COCHLIOBOLUS SPICIFER,4000 [PNU]/mL
20162,GIBBERELLA FUJIKUROI,4000 [PNU]/mL
20163,MUCOR PLUMBEUS,4000 [PNU]/mL
20164,RHIZOPUS STOLONIFER,4000 [PNU]/mL
20165,AUREOBASIDIUM PULLULANS VAR. PULLUTANS,8000 [PNU]/mL
20166,COCHLIOBOLUS SPICIFER,8000 [PNU]/mL
20167,GIBBERELLA FUJIKUROI,8000 [PNU]/mL
20168,MUCOR PLUMBEUS,8000 [PNU]/mL
20169,RHIZOPUS STOLONIFER,8000 [PNU]/mL
20170,ASPERGILLUS FLAVUS,.02 g/mL
20171,ASPERGILLUS NIDULANS,.02 g/mL
20172,ASPERGILLUS NIGER VAR. NIGER,.02 g/mL
20173,EUROTIUM AMSTELODAMI,.02 g/mL
20174,ASPERGILLUS FLAVUS,4000 [PNU]/mL
20175,ASPERGILLUS FUMIGATUS,4000 [PNU]/mL
20176,ASPERGILLUS NIDULANS,4000 [PNU]/mL
20177,ASPERGILLUS NIGER VAR. NIGER,4000 [PNU]/mL
20178,EUROTIUM AMSTELODAMI,4000 [PNU]/mL
20179,ASPERGILLUS FLAVUS,.0002 g/mL
20180,ASPERGILLUS FUMIGATUS,.0002 g/mL
20181,ASPERGILLUS NIDULANS,.0002 g/mL
20182,ASPERGILLUS NIGER VAR. NIGER,.0002 g/mL
20183,EUROTIUM AMSTELODAMI,.0002 g/mL
20184,ALTERNARIA ALTERNATA,.0083 g/mL
20185,AUREOBASIDIUM PULLULANS VAR. PULLUTANS,.0083 g/mL
20186,CLADOSPORIUM HERBARUM,.0083 g/mL
20187,COCHLIOBOLUS SATIVUS,.0083 g/mL
20188,COCHLIOBOLUS SPICIFER,.0083 g/mL
20189,HELMINTHOSPORIUM SOLANI,.0083 g/mL
20190,GIBBERELLA FUJIKUROI,10000 [PNU]/mL
20191,HAEMATONECTRIA HAEMATOCOCCA,10000 [PNU]/mL
20192,GIBBERELLA FUJIKUROI,.0125 g/mL
20193,HAEMATONECTRIA HAEMATOCOCCA,.0125 g/mL
20194,RHIZOPUS ARRHIZUS,.025 g/mL
20195,ATLANTIC COD,.01 g/mL
20196,ATLANTIC HALIBUT,.01 g/mL
20197,ATLANTIC MACKEREL,.01 g/mL
20198,SOUTHERN FLOUNDER,.01 g/mL
20199,YELLOWFIN TUNA,.01 g/mL
20200,QUERCUS AGRIFOLIA POLLEN,.0166666 g/mL
20201,QUERCUS GARRYANA POLLEN,.0166666 g/mL
20202,QUERCUS KELLOGGII POLLEN,.0166666 g/mL
20203,DOXYCYCLINE HYCLATE,150 mg/1
20204,CUPRIC SULFATE ANHYDROUS,.8 mg/1
20205,CYANOCOBALAMIN,15 ug/1
20206,IRON,106 mg/1
20207,"MAGNESIUM SULFATE, UNSPECIFIED",6.9 mg/1
20208,MANGANESE SULFATE,1.3 mg/1
20209,NIACINAMIDE,30 mg/1
20210,PYRIDOXINE HYDROCHLORIDE,5 mg/1
20211,RIBOFLAVIN,6 mg/1
20212,SODIUM ASCORBATE,200 mg/1
20213,THIAMINE MONONITRATE,10 mg/1
20214,ZINC SULFATE,18.2 mg/1
20215,TITANIUM DIOXIDE,49 mg/g
20216,ZINC OXIDE,71 mg/g
20217,ANHYDROUS CITRIC ACID,.073 g/10mL
20218,DEXTROSE MONOHYDRATE,.245 g/10mL
20219,TRISODIUM CITRATE DIHYDRATE,.22 g/10mL
20220,ADENINE,.034 g/50mL
20221,INOSINE,1.34 g/50mL
20222,"SODIUM PHOSPHATE, DIBASIC",.73 g/50mL
20223,"SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",.311 g/50mL
20224,SODIUM PYRUVATE,.55 g/50mL
20225,SODIUM CHLORIDE,20 mg/mL
20226,LOTEPREDNOL ETABONATE,5 mg/g
20227,LATANOPROSTENE BUNOD,.24 mg/mL
20228,FLUVASTATIN SODIUM,20 mg/1
20229,SODIUM BICARBONATE,525 mg/15mL
20230,CAMPHOR (SYNTHETIC),4.8 g/100g
20231,"MENTHOL, UNSPECIFIED FORM",2.6 g/100g
20232,"MENTHOL, UNSPECIFIED FORM",.8 g/100g
20233,WITCH HAZEL,10 g/100g
20234,CAMPHOR (NATURAL),.5 g/100mL
20235,"MENTHOL, UNSPECIFIED FORM",1 g/100mL
20236,AMPHETAMINE,10 mg/1
20237,TAPENTADOL HYDROCHLORIDE,50 mg/1
20238,EVEROLIMUS,7.5 mg/1
20239,ALLANTOIN,.145 g/100mL
20240,GLYCERIN,5.2 g/100mL
20241,HYDROXYETHYL ETHYLCELLULOSE,1.925 g/100mL
20242,POWDERED CELLULOSE,.0015 g/100mL
20243,SODIUM FLUORIDE,.02 g/100g
20244,SYMPHYTUM OFFICINALE WHOLE,1 [hp_X]/g
20245,THUJA OCCIDENTALIS LEAF,6 [hp_X]/g
20246,CEFAZOLIN SODIUM,10 g/1
20247,NAFCILLIN SODIUM,2 g/8mL
20248,PIPERACILLIN SODIUM,36 g/152mL
20249,TAZOBACTAM SODIUM,4.5 g/152mL
20250,VINORELBINE TARTRATE,10 mg/mL
20251,CIMETIDINE,400 mg/1
20252,THIAMINE HYDROCHLORIDE,100 mg/mL
20253,PENTOBARBITAL SODIUM,50 mg/mL
20254,SODIUM FLUORIDE,1.23 g/g
20255,TITANIUM DIOXIDE,5.3 g/100g
20256,TITANIUM DIOXIDE,4.7 g/100g
20257,ZINC OXIDE,11 g/100g
20258,SALICYLIC ACID,1 g/1001
20259,ALFALFA,2 [hp_X]/30mL
20260,ARNICA MONTANA,3 [hp_X]/30mL
20261,ASIAN GINSENG,2 [hp_X]/30mL
20262,AVENA SATIVA FLOWERING TOP,2 [hp_X]/30mL
20263,CERVUS ELAPHUS HORN OIL,6 [hp_X]/30mL
20264,HYPERICUM PERFORATUM,200 [hp_C]/30mL
20265,SACCHAROMYCES CEREVISIAE RNA,6 [hp_X]/30mL
20266,THUJA OCCIDENTALIS LEAFY TWIG,30 [hp_C]/30mL
20267,TOXICODENDRON PUBESCENS LEAF,200 [hp_C]/30mL
20268,APIS MELLIFERA,200 [hp_C]/30mL
20269,BAPTISIA TINCTORIA ROOT,6 [hp_X]/30mL
20270,MERCURIC CHLORIDE,200 [hp_C]/30mL
20271,MERCURIC SULFIDE,30 [hp_C]/30mL
20272,NITRIC ACID,30 [hp_C]/30mL
20273,SULFUR IODIDE,200 [hp_C]/30mL
20274,THUJA OCCIDENTALIS LEAFY TWIG,200 [hp_C]/30mL
20275,SECNIDAZOLE,2 g/4.8g
20276,MORPHINE SULFATE,20 mg/mL
20277,CYPROHEPTADINE HYDROCHLORIDE,2 mg/5mL
20278,PYRITHIONE ZINC,4.04 g/400mL
20279,TOLNAFTATE,10 mg/mL
20280,DEXTROMETHORPHAN HYDROBROMIDE,7.5 mg/5mL
20281,PYRILAMINE MALEATE,7.5 mg/5mL
20282,OXYMETAZOLINE HYDROCHLORIDE,.05 mg/mL
20283,TITANIUM DIOXIDE,70 mg/g
20284,ZINC OXIDE,47 mg/g
20285,LEVOTHYROXINE SODIUM,.088 mg/1
20286,LEVOTHYROXINE SODIUM,.3 mg/1
20287,ENTECAVIR ANHYDROUS,1 mg/1
20288,BARIUM SULFATE,.6 g/g
20289,BARIUM SULFATE,1 mg/mL
20290,CLOBETASOL PROPIONATE,.4625 mg/mL
20291,DIMETHICONE,5 mg/354mg
20292,TRICLOSAN,7.5 mg/500mg
20293,ISOPROPYL ALCOHOL,70 mL/g
20294,HAMAMELIS VIRGINIANA ROOT BARK/STEM BARK,1 [hp_X]/28.35g
20295,KRAMERIA LAPPACEA ROOT,3 [hp_X]/28.35g
20296,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,160 mg/g
20297,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,158 mg/g
20298,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,153 mg/g
20299,CETYLPYRIDINIUM CHLORIDE,15 mg/20L
20300,SODIUM MONOFLUOROPHOSPHATE,.5 mg/1
20301,ZINC OXIDE,12.81 g/12.81g
20302,ALCOHOL,616 mg/mL
20303,ALUMINUM ZIRCONIUM TRICHLOROHYDREX GLY,.15 g/g
20304,ALUMINUM CHLOROHYDRATE,.24 g/g
20305,ALUMINUM CHLOROHYDRATE,14 g/100mL
20306,ALUMINUM ZIRCONIUM OCTACHLOROHYDREX GLY,.2 g/g
20307,MENTHOL,1.7 mg/1
20308,SODIUM FLUORIDE,.05 mg/mL
20309,SALICYLIC ACID,5 g/1
20310,BERYLLIUM NITRATE,12 [hp_C]/1
20311,BERYLLIUM NITRATE,30 [hp_C]/1
20312,BERYLLIUM SULFATE TETRAHYDRATE,200 [hp_C]/1
20313,CALCIUM ARSENATE,1 [hp_M]/1
20314,CALCIUM ACETATE,100 [hp_C]/1
20315,CALCIUM BROMATE,30 [hp_C]/1
20316,CALCIUM HYDROXIDE,100 [hp_C]/1
20317,CALCIUM HYDROXIDE,500 [hp_C]/1
20318,CALCIUM HYDROXIDE,1 [hp_M]/1
20319,CALCIUM FLUORIDE,10 [hp_M]/1
20320,CALCIUM IODIDE,200 [hp_C]/1
20321,CALCIUM CHLORIDE,1 [hp_M]/1
20322,CALCIUM NITRITE,100 [hp_C]/1
20323,CALCIUM NITRITE,200 [hp_C]/1
20324,CALCIUM OXALATE MONOHYDRATE,100 [hp_C]/1
20325,CALCIUM SULFATE ANHYDROUS,500 [hp_C]/1
20326,CALCIUM SULFATE ANHYDROUS,1 [hp_M]/1
20327,CAPSICUM,100 [hp_C]/1
20328,PHENOL,200 [hp_C]/1
20329,TETRABROMOMETHANE,6 [hp_C]/1
20330,TETRABROMOMETHANE,500 [hp_C]/1
20331,CARBON DISULFIDE,6 [hp_C]/1
20332,CASTOR FIBER SCENT GLAND SECRETION,12 [hp_C]/1
20333,CAULOPHYLLUM THALICTROIDES ROOT,10 [hp_M]/1
20334,MATRICARIA CHAMOMILLA WHOLE,12 [hp_C]/1
20335,MATRICARIA CHAMOMILLA WHOLE,100 [hp_C]/1
20336,QUININE SULFATE,100 [hp_C]/1
20337,CHLOROQUINE PHOSPHATE,1 [hp_M]/1
20338,CHROMIC OXIDE,12 [hp_C]/1
20339,CHROMIC OXIDE,500 [hp_C]/1
20340,"COFFEA ARABICA SEED, ROASTED",30 [hp_C]/1
20341,BLACK COHOSH,12 [hp_C]/1
20342,CINNAMON,30 [hp_C]/1
20343,CLEMATIS RECTA FLOWERING TOP,1 [hp_M]/1
20344,CINCHONA OFFICINALIS BARK,200 [hp_C]/1
20345,CHROMIC BROMIDE,12 [hp_C]/1
20346,CHROMIC FLUORIDE,6 [hp_C]/1
20347,CHROMIC FLUORIDE,12 [hp_C]/1
20348,CHROMIC FLUORIDE,200 [hp_C]/1
20349,CHROMIC CHLORIDE,500 [hp_C]/1
20350,CHROMIC CHLORIDE,1 [hp_Q]/1
20351,CHROMIC NITRATE NONAHYDRATE,30 [hp_C]/1
20352,CHROMIC PHOSPHATE,30 [hp_C]/1
20353,CHROMIC PHOSPHATE,100 [hp_C]/1
20354,CHROMIC PHOSPHATE,1 [hp_Q]/1
20355,CHROMIC SULFATE DECAHYDRATE,200 [hp_C]/1
20356,COBALTOUS CHLORIDE,1 [hp_M]/1
20357,COBALTOUS CHLORIDE,1 [hp_Q]/1
20358,ANAMIRTA COCCULUS SEED,12 [hp_C]/1
20359,ANAMIRTA COCCULUS SEED,500 [hp_C]/1
20360,ARABICA COFFEE BEAN,100 [hp_C]/1
20361,CRESOL,1 [hp_M]/1
20362,CROTON TIGLIUM SEED,30 [hp_C]/1
20363,COMOCLADIA DENTATA BARK/LEAF,200 [hp_C]/1
20364,COPAIFERA OFFICINALIS RESIN,6 [hp_C]/1
20365,COPAIFERA OFFICINALIS RESIN,1 [hp_M]/1
20366,CRYPTOMERIA JAPONICA WHOLE,100 [hp_C]/1
20367,CRYPTOMERIA JAPONICA WHOLE,1 [hp_Q]/1
20368,PIPER CUBEBA FRUIT,500 [hp_C]/1
20369,CUPRIC CHLORIDE ANHYDROUS,12 [hp_C]/1
20370,CUPRIC NITRATE HEXAHYDRATE,1 [hp_M]/1
20371,DIOSCOREA VILLOSA TUBER,200 [hp_C]/1
20372,MUCUNA PRURIENS FRUIT TRICHOME,1 [hp_M]/1
20373,FERRIC BROMIDE,6 [hp_C]/1
20374,FERRIC BROMIDE,100 [hp_C]/1
20375,CUPRIC OXIDE,1 [hp_M]/1
20376,EQUISETUM HYEMALE,30 [hp_C]/1
20377,EQUISETUM HYEMALE,100 [hp_C]/1
20378,FERRIC CHLORIDE,200 [hp_C]/1
20379,GRATIOLA OFFICINALIS,30 [hp_C]/1
20380,GLYCYRRHIZA GLABRA,30 [hp_C]/1
20381,GAMBOGE,6 [hp_C]/1
20382,GLYCERIN,30 [hp_C]/1
20383,GRAPHITE,12 [hp_C]/1
20384,DIGITALIS,6 [hp_C]/1
20385,DIGITALIS,500 [hp_C]/1
20386,DIGITALIS,1 [hp_Q]/1
20387,IRON,30 [hp_C]/1
20388,IRON,500 [hp_C]/1
20389,FERROUS SULFATE,500 [hp_C]/1
20390,FERROUS SULFATE,1 [hp_Q]/1
20391,IRIDIUM,100 [hp_C]/1
20392,KALMIA LATIFOLIA LEAF,200 [hp_C]/1
20393,PSEUDOGNAPHALIUM OBTUSIFOLIUM,12 [hp_C]/1
20394,PSEUDOGNAPHALIUM OBTUSIFOLIUM,100 [hp_C]/1
20395,LITHIUM CARBONATE,500 [hp_C]/1
20396,LEMNA MINOR,1 [hp_M]/1
20397,COBALTOUS BROMIDE,100 [hp_C]/1
20398,HYDROFLUORIC ACID,6 [hp_C]/1
20399,HYDROFLUORIC ACID,12 [hp_C]/1
20400,HYDROFLUORIC ACID,500 [hp_C]/1
20401,MAGNESIUM CARBONATE,200 [hp_C]/1
20402,GENTIANELLA QUINQUEFOLIA,500 [hp_C]/1
20403,COBALTOUS CARBONATE,30 [hp_C]/1
20404,MAGNESIUM SULFATE HEPTAHYDRATE,100 [hp_C]/1
20405,LYCOPUS VIRGINICUS,6 [hp_C]/1
20406,CUPROUS IODIDE,200 [hp_C]/1
20407,EUROPIUM,1 [hp_M]/1
20408,EUROPIUM,1 [hp_Q]/1
20409,SODIUM NITRATE,100 [hp_C]/1
20410,MANGANESE,100 [hp_C]/1
20411,MANGANESE CHLORIDE,30 [hp_C]/1
20412,MELILOTUS OFFICINALIS TOP,200 [hp_C]/1
20413,SODIUM SALICYLATE,6 [hp_C]/1
20414,SODIUM SALICYLATE,12 [hp_C]/1
20415,SODIUM FLUORIDE,6 [hp_C]/1
20416,NICKEL SULFATE HEXAHYDRATE,12 [hp_C]/1
20417,METAXALONE,400 mg/1
20418,SAW PALMETTO,30 [hp_C]/1
20419,SAMBUCUS NIGRA FLOWERING TOP,500 [hp_C]/1
20420,SCROPHULARIA NODOSA,6 [hp_C]/1
20421,SCROPHULARIA NODOSA,200 [hp_C]/1
20422,ROSMARINUS OFFICINALIS FLOWERING TOP,100 [hp_C]/1
20423,ROSMARINUS OFFICINALIS FLOWERING TOP,1 [hp_M]/1
20424,SELENIUM,100 [hp_C]/1
20425,SELENIUM,1 [hp_Q]/1
20426,STROPHANTHUS HISPIDUS SEED,12 [hp_C]/1
20427,STRONTIUM BROMIDE,12 [hp_C]/1
20428,STRONTIUM BROMIDE,100 [hp_C]/1
20429,STRONTIUM BROMIDE,200 [hp_C]/1
20430,TITANIUM,1 [hp_M]/1
20431,TARAXACUM OFFICINALE,6 [hp_C]/1
20432,VERATRUM ALBUM ROOT,500 [hp_C]/1
20433,VERATRUM VIRIDE ROOT,6 [hp_C]/1
20434,VERATRUM VIRIDE ROOT,12 [hp_C]/1
20435,VINCA MINOR,30 [hp_C]/1
20436,VIOLA ODORATA,6 [hp_C]/1
20437,VIOLA ODORATA,100 [hp_C]/1
20438,VIOLA ODORATA,200 [hp_C]/1
20439,VIBURNUM OPULUS BARK,1 [hp_Q]/1
20440,PLANTAGO MAJOR,100 [hp_C]/1
20441,PRUNUS SPINOSA FLOWER BUD,12 [hp_C]/1
20442,RHUS GLABRA TOP,30 [hp_C]/1
20443,LEAD,12 [hp_C]/1
20444,COLESTIPOL HYDROCHLORIDE,5 g/1
20445,LEAD IODIDE,1 [hp_M]/1
20446,KRAMERIA LAPPACEA ROOT,12 [hp_C]/1
20447,KRAMERIA LAPPACEA ROOT,30 [hp_C]/1
20448,"LACTOSE, UNSPECIFIED FORM",12 [hp_C]/1
20449,RAUWOLFIA SERPENTINA,6 [hp_C]/1
20450,RAUWOLFIA SERPENTINA,12 [hp_C]/1
20451,PHYTOLACCA AMERICANA ROOT,6 [hp_C]/1
20452,STAR ANISE,100 [hp_C]/1
20453,POTASSIUM DICHROMATE,12 [hp_C]/1
20454,CHAMAELIRIUM LUTEUM ROOT,6 [hp_C]/1
20455,CHAMAELIRIUM LUTEUM ROOT,200 [hp_C]/1
20456,MAGNESIUM,100 [hp_C]/1
20457,MERCUROUS IODIDE,1 [hp_Q]/1
20458,VIROLA SEBIFERA RESIN,6 [hp_C]/1
20459,VIROLA SEBIFERA RESIN,12 [hp_C]/1
20460,VIROLA SEBIFERA RESIN,500 [hp_C]/1
20461,OSMIUM,1 [hp_Q]/1
20462,POLYGALA SENEGA ROOT,1 [hp_M]/1
20463,LOBARIA PULMONARIA,200 [hp_C]/1
20464,LOBARIA PULMONARIA,500 [hp_C]/1
20465,TURPENTINE OIL,500 [hp_C]/1
20466,SOLANUM DULCAMARA TOP,6 [hp_C]/1
20467,SOLANUM DULCAMARA TOP,12 [hp_C]/1
20468,SOLANUM DULCAMARA TOP,500 [hp_C]/1
20469,HELLEBORUS NIGER ROOT,1 [hp_M]/1
20470,HELLEBORUS NIGER ROOT,1 [hp_Q]/1
20471,GOLDENSEAL,1 [hp_M]/1
20472,HAFNIUM,6 [hp_C]/1
20473,CHLORHEXIDINE GLUCONATE,.12 mg/mL
20474,HAFNIUM,1 [hp_M]/1
20475,STRYCHNOS IGNATII SEED,100 [hp_C]/1
20476,IRIS VERSICOLOR ROOT,500 [hp_C]/1
20477,IPECAC,12 [hp_C]/1
20478,IPECAC,10 [hp_M]/1
20479,DIBASIC POTASSIUM PHOSPHATE,100 [hp_C]/1
20480,PRUNUS LAUROCERASUS LEAF,200 [hp_C]/1
20481,LYCOPODIUM CLAVATUM SPORE,10 [hp_M]/1
20482,MERCURIC CHLORIDE,1 [hp_Q]/1
20483,PHYSALIA PHYSALIS,6 [hp_C]/1
20484,PHYSALIA PHYSALIS,500 [hp_C]/1
20485,MERCURIC CYANIDE,1 [hp_Q]/1
20486,CALOMEL,1 [hp_M]/1
20487,CALOMEL,10 [hp_M]/1
20488,SODIUM BROMIDE,12 [hp_C]/1
20489,SODIUM SULFATE,1 [hp_M]/1
20490,NUTMEG,1 [hp_M]/1
20491,NUTMEG,10 [hp_M]/1
20492,PTELEA TRIFOLIATA BARK,30 [hp_C]/1
20493,RHEUM OFFICINALE ROOT,12 [hp_C]/1
20494,RHEUM OFFICINALE ROOT,200 [hp_C]/1
20495,RHEUM OFFICINALE ROOT,500 [hp_C]/1
20496,RHEUM OFFICINALE ROOT,1 [hp_Q]/1
20497,THALLIUM,200 [hp_C]/1
20498,ZINC OXIDE,12 [hp_C]/1
20499,STRYCHNOS NUX-VOMICA SEED,200 [hp_C]/1
20500,RUMEX CRISPUS ROOT,1 [hp_M]/1
20501,RUMEX CRISPUS ROOT,10 [hp_M]/1
20502,TOXICODENDRON VERNIX LEAFY TWIG,6 [hp_C]/1
20503,DRIMIA MARITIMA BULB,200 [hp_C]/1
20504,ACETAMINOPHEN,120 mg/5mL
20505,CODEINE PHOSPHATE,12 mg/5mL
20506,PLATINUM,12 [hp_C]/1
20507,"SPONGIA OFFICINALIS SKELETON, ROASTED",12 [hp_C]/1
20508,SEPIA OFFICINALIS JUICE,12 [hp_C]/1
20509,SEPIA OFFICINALIS JUICE,30 [hp_C]/1
20510,SEPIA OFFICINALIS JUICE,10 [hp_M]/1
20511,COMFREY ROOT,200 [hp_C]/1
20512,ZINC BROMIDE,200 [hp_C]/1
20513,DATURA STRAMONIUM,30 [hp_C]/1
20514,SAFFRON,200 [hp_C]/1
20515,MANGANESE CARBONATE,1 [hp_M]/1
20516,COBALTOUS SULFATE HEPTAHYDRATE,12 [hp_C]/1
20517,COBALTOUS SULFATE HEPTAHYDRATE,100 [hp_C]/1
20518,HAWTHORN LEAF WITH FLOWER,100 [hp_C]/1
20519,COBALTOUS IODIDE,200 [hp_C]/1
20520,NORTRIPTYLINE HYDROCHLORIDE,10 mg/5mL
20521,ORNITHOGALUM UMBELLATUM,1 [hp_Q]/1
20522,RUTA GRAVEOLENS FLOWERING TOP,200 [hp_C]/1
20523,SCUTELLARIA LATERIFLORA WHOLE,30 [hp_C]/1
20524,SULFUR,12 [hp_C]/1
20525,PETROSELINUM CRISPUM,500 [hp_C]/1
20526,PODOPHYLLUM,6 [hp_C]/1
20527,PODOPHYLLUM,500 [hp_C]/1
20528,PICRIC ACID,1 [hp_M]/1
20529,PHYSOSTIGMA VENENOSUM SEED,6 [hp_C]/1
20530,PHYSOSTIGMA VENENOSUM SEED,30 [hp_C]/1
20531,XEROPHYLLUM ASPHODELOIDES,500 [hp_C]/1
20532,HYDROCHLORIC ACID,6 [hp_C]/1
20533,POTASSIUM CITRATE,30 [hp_C]/1
20534,POTASSIUM CITRATE,1 [hp_Q]/1
20535,MANGANESE DIFLUORIDE,12 [hp_C]/1
20536,MANGANESE DIFLUORIDE,30 [hp_C]/1
20537,MANGANESE IODIDE,6 [hp_C]/1
20538,MANGANESE IODIDE,100 [hp_C]/1
20539,VANCOMYCIN HYDROCHLORIDE,125 mg/1
20540,MELILOTUS ALBUS TOP,500 [hp_C]/1
20541,MERCUROUS BROMIDE,100 [hp_C]/1
20542,MERCUROUS BROMIDE,200 [hp_C]/1
20543,MERCUROUS BROMIDE,500 [hp_C]/1
20544,OENANTHE CROCATA ROOT,6 [hp_C]/1
20545,OENANTHE CROCATA ROOT,30 [hp_C]/1
20546,OENANTHE CROCATA ROOT,100 [hp_C]/1
20547,RUTHENIUM TRIBROMIDE,500 [hp_C]/1
20548,RUTHENIUM TRICHLORIDE,500 [hp_C]/1
20549,PUNICA GRANATUM ROOT BARK,500 [hp_C]/1
20550,FORMALDEHYDE SOLUTION,100 [hp_C]/1
20551,GALLIUM ARSENIDE,30 [hp_C]/1
20552,GALLIUM TRIFLUORIDE,100 [hp_C]/1
20553,MAGNESIUM ARSENATE,200 [hp_C]/1
20554,MAGNESIUM IODIDE,200 [hp_C]/1
20555,LITHIUM PHOSPHATE,1 [hp_M]/1
20556,LITHIUM PHOSPHATE,10 [hp_M]/1
20557,ALUMINUM,6 [hp_C]/1
20558,ALUMINUM,1 [hp_M]/1
20559,ANTIMONY,200 [hp_C]/1
20560,STANNOUS FLUORIDE,.15 g/100g
20561,LACOSAMIDE,50 mg/5mL
20562,PROPYLENE GLYCOL,.6 g/100mL
20563,PHENOBARBITAL,30 mg/7.5mL
20564,GLYCERIN,.144 mg/2g
20565,PETROLATUM,.15 mg/2g
20566,PHENYLEPHRINE HYDROCHLORIDE,.0025 mg/2g
20567,PRAMOXINE HYDROCHLORIDE,.1 mg/2g
20568,PROMETHAZINE HYDROCHLORIDE,25 mg/mL
20569,OCTINOXATE,25 mg/mL
20570,TITANIUM DIOXIDE,10 mg/mL
20571,METHYL SALICYLATE,29 g/100g
20572,MENTHOL,.0015 g/g
20573,OCTISALATE,2 g/100g
20574,DIMETHICONE,1 g/113g
20575,ZINC OXIDE,16 g/113g
20576,CALCIUM CARBONATE,750 mg/241
20577,DIMETHICONE,250 mg/241
20578,WITCH HAZEL,500 mg/1000mg
20579,SODIUM FLUORIDE,1.11 mg/g
20580,SALICYLIC ACID,.17 mg/9.8g
20581,AVOBENZONE,30.9 mg/mL
20582,HOMOSALATE,133.9 mg/mL
20583,OCTISALATE,51.5 mg/mL
20584,OCTOCRYLENE,72.1 mg/mL
20585,OXYBENZONE,41.2 mg/mL
20586,OXYTOCIN,10 [iU]/mL
20587,DANTROLENE SODIUM,20 mg/60mL
20588,CALCITONIN SALMON,200 [iU]/mL
20589,TREPROSTINIL,10 mg/mL
20590,GLYCERIN,.22 g/100mL
20591,SULFACETAMIDE SODIUM,10 g/100g
20592,SULFUR,4 g/100g
20593,".ALPHA.-TOCOPHEROL ACETATE, DL-",30 [iU]/1
20594,CALCIUM,160 mg/1
20595,CIPROFLOXACIN HYDROCHLORIDE,.5 mg/.25mL
20596,ETRAVIRINE,100 mg/1
20597,ACETAMINOPHEN,194 mg/1
20598,ASPIRIN,227 mg/1
20599,CAFFEINE,33 mg/1
20600,CABOZANTINIB S-MALATE,60 mg/1
20601,OCTINOXATE,67.4 mg/g
20602,MENTHOL,.05 kg/kg
20603,METHYL SALICYLATE,.075 kg/kg
20604,TITANIUM DIOXIDE,220.8 mg/g
20605,SALICYLIC ACID,.5 mg/118mL
20606,SULFACETAMIDE SODIUM,80 mg/mL
20607,SALICYLIC ACID,6 mg/100mL
20608,DORZOLAMIDE HYDROCHLORIDE,22.3 mg/mL
20609,FENOFIBRIC ACID,135 mg/1
20610,OXYGEN,999 L/1000L
20611,HOMOSALATE,9.9 g/100mL
20612,HOMOSALATE,.1 g/g
20613,ZINC OXIDE,.101 g/g
20614,VANCOMYCIN HYDROCHLORIDE,5.13 g/g
20615,ISTRADEFYLLINE,20 mg/1
20616,AMILORIDE HYDROCHLORIDE ANHYDROUS,5 mg/1
20617,PREDNISOLONE SODIUM PHOSPHATE,10 mg/5mL
20618,VENLAFAXINE,75 mg/1
20619,MOLINDONE HYDROCHLORIDE,10 mg/1
20620,MOLINDONE HYDROCHLORIDE,25 mg/1
20621,DOXYCYCLINE HYCLATE,20 mg/1
20622,UREA,450 mg/mL
20623,MORPHINE SULFATE,20 mg/5mL
20624,MORPHINE SULFATE,100 mg/5mL
20625,LIDOCAINE HYDROCHLORIDE,.5 mg/100mg
20626,BENZOCAINE,6 g/1001
20627,LEVOFLOXACIN,750 mg/150mL
20628,METHYLPREDNISOLONE SODIUM SUCCINATE,1 g/8mL
20629,VANCOMYCIN,750 mg/1
20630,FLURBIPROFEN,100 mg/1
20631,AMIODARONE HYDROCHLORIDE,1.5 mg/mL
